g,h,Value
block19,block97,9941
block19,block98,9292
block19,block99,8851
block19,C1,1408
block19,C10,7995
block19,C11,7653
block19,C12,3434
block19,C13,7827
block19,C14,3231
block19,C15,4206
block19,C16,5992
block19,C17,7658
block19,C18,12777
block19,C19,2104
block19,C2,5702
block19,C20,2091
block19,C21,3048
block19,C22,2347
block19,C23,12594
block19,C24,8150
block19,C25,6239
block19,C26,9199
block19,C27,4947
block19,C28,6893
block19,C29,2096
block19,C3,1080
block19,C30,4824
block19,C31,824
block19,C32,4730
block19,C33,3762
block19,C34,1692
block19,C35,3565
block19,C36,4977
block19,C37,11903
block19,C38,8157
block19,C39,10473
block19,C4,5652
block19,C40,7608
block19,C41,5059
block19,C42,4393
block19,C43,5741
block19,C44,701
block19,C45,5007
block19,C46,9896
block19,C47,9713
block19,C48,9495
block19,C49,6149
block19,C5,5912
block19,C50,8938
block19,C51,5928
block19,C52,5556
block19,C53,7419
block19,C54,12469
block19,C6,7283
block19,C7,7382
block19,C8,7888
block19,C9,3441
block2,block1,1193
block2,block10,1169
block2,block100,12951
block2,block101,13342
block2,block102,12947
block2,block103,16624
block2,block104,16475
block2,block105,17363
block2,block106,16442
block2,block107,15537
block2,block108,15775
block2,block109,16700
block2,block11,1513
block2,block110,8930
block2,block111,9060
block2,block112,9523
block2,block113,9692
block2,block114,10475
block2,block115,10009
block2,block116,8697
block2,block117,8820
block2,block118,12646
block2,block119,9543
block2,block12,3116
block2,block120,12377
block2,block121,13016
block2,block122,13695
block2,block123,14549
block2,block124,14560
block2,block125,15452
block2,block126,2559
block2,block127,4670
block2,block128,9070
block2,block129,15352
block2,block13,3539
block2,block130,15679
block2,block131,15410
block2,block132,15607
block2,block133,16346
block2,block134,8076
block2,block135,5448
block2,block14,2211
block2,block15,1927
block2,block16,2111
block2,block17,2204
block2,block18,3961
block2,block19,3903
block2,block2,0
block2,block20,4317
block2,block21,2485
block2,block22,2689
block2,block23,3305
block2,block24,3045
block2,block25,2900
block2,block26,4929
block2,block27,4758
block2,block28,4351
block2,block29,3518
block2,block3,1156
block2,block30,3765
block2,block31,4425
block2,block32,4631
block2,block33,3779
block2,block34,4362
block2,block35,4712
block2,block36,5086
block2,block37,5902
block2,block38,5720
block2,block39,5324
block2,block4,1683
block2,block40,6810
block2,block41,5653
block2,block42,5240
block2,block43,5799
block2,block44,5244
block2,block45,6397
block2,block46,6252
block2,block47,5725
block2,block48,6233
block2,block49,5572
block2,block5,2457
block2,block50,7189
block2,block51,7302
block2,block52,5968
block2,block53,7078
block2,block54,6924
block2,block55,6955
block2,block56,6884
block2,block57,7317
block2,block58,8141
block2,block59,8439
block2,block6,2582
block2,block60,3487
block2,block61,4551
block2,block62,5565
block2,block63,5762
block2,block64,8183
block2,block65,8955
block2,block66,8855
block2,block67,5312
block2,block68,6023
block2,block69,8509
block2,block7,2776
block2,block70,8175
block2,block71,8846
block2,block72,9332
block2,block73,9010
block2,block74,9886
block2,block75,8993
block2,block76,9653
block2,block77,8910
block2,block78,9611
block2,block79,9966
block2,block8,1251
block2,block80,10146
block2,block81,9349
block2,block82,11102
block2,block83,10068
block2,block84,10391
block2,block85,9571
block2,block86,10363
block2,block87,10983
block2,block88,11254
block2,block89,11769
block2,block9,1198
block2,block90,8397
block2,block91,12092
block2,block92,11054
block2,block93,11611
block2,block94,11502
block2,block95,11249
block2,block96,12726
block2,block97,14880
block2,block98,14686
block2,block99,12317
block2,C1,4549
block2,C10,13514
block2,C11,8764
block2,C12,1101
block2,C13,8150
block2,C14,7231
block2,C15,8206
block2,C16,7354
block2,C17,8769
block2,C18,16243
block2,C19,5579
block2,C2,11269
block2,C20,1846
block2,C21,4159
block2,C22,2250
block2,C23,16059
block2,C24,12942
block2,C25,10121
block2,C26,13081
block2,C27,5508
block2,C28,10184
block2,C29,1999
block2,C3,2329
block2,C30,8706
block2,C31,4299
block2,C32,5179
block2,C33,3980
block2,C34,2553
block2,C35,1232
block2,C36,6030
block2,C37,15369
block2,C38,11623
block2,C39,15413
block2,C4,10794
block2,C40,11074
block2,C41,4932
block2,C42,7868
block2,C43,5615
block2,C44,3538
block2,C45,8888
block2,C46,13362
block2,C47,13179
block2,C48,12961
block2,C49,10030
block2,C5,7023
block2,C50,12404
block2,C51,7040
block2,C52,10499
block2,C53,8531
block2,C54,17409
block2,C6,7599
block2,C7,12925
block2,C8,11354
block2,C9,738
block20,block1,3933
block20,block10,2242
block20,block100,9071
block20,block101,9462
block20,block102,9067
block20,block103,10864
block20,block104,10454
block20,block105,12010
block20,block106,11089
block20,block107,11657
block20,block108,11896
block20,block109,12820
block20,block11,1832
block20,block110,8944
block20,block111,8271
block20,block112,9537
block20,block113,8733
block20,block114,11203
block20,block115,10797
block20,block116,7437
block20,block117,7560
block20,block118,8766
block20,block119,10505
block20,block12,1820
block20,block120,8497
block20,block121,9136
block20,block122,9816
block20,block123,10670
block20,block124,10680
block20,block125,11572
block20,block126,3572
block20,block127,5210
block20,block128,9084
block20,block129,11472
block20,block13,1025
block20,block130,11799
block20,block131,11531
block20,block132,11728
block20,block133,12467
block20,block134,3662
block20,block135,1732
block20,block14,3381
block20,block15,3096
block20,block16,2353
block20,block17,1193
block20,block18,900
block20,block19,414
block20,block2,4338
block20,block20,0
block20,block21,2997
block20,block22,2384
block20,block23,2602
block20,block24,3549
block20,block25,3477
block20,block26,1867
block20,block27,931
block20,block28,4454
block20,block29,4032
block20,block3,3172
block20,block30,3336
block20,block31,4948
block20,block32,4221
block20,block33,2385
block20,block34,2772
block20,block35,3251
block20,block36,3652
block20,block37,2158
block20,block38,2610
block20,block39,2829
block20,block4,2649
block20,block40,3769
block20,block41,4955
block20,block42,5780
block20,block43,5370
block20,block44,5113
block20,block45,6460
block20,block46,5784
block20,block47,5728
block20,block48,5535
block20,block49,4359
block20,block5,2483
block20,block50,4406
block20,block51,4189
block20,block52,5091
block20,block53,5471
block20,block54,5874
block20,block55,6315
block20,block56,6187
block20,block57,6620
block20,block58,8135
block20,block59,7673
block20,block6,2295
block20,block60,2289
block20,block61,2549
block20,block62,3936
block20,block63,3733
block20,block64,5337
block20,block65,4660
block20,block66,5030
block20,block67,780
block20,block68,1609
block20,block69,4214
block20,block7,2159
block20,block70,3950
block20,block71,4551
block20,block72,5036
block20,block73,4378
block20,block74,5591
block20,block75,4697
block20,block76,5358
block20,block77,4615
block20,block78,5316
block20,block79,5671
block20,block8,3144
block20,block80,6266
block20,block81,5012
block20,block82,5418
block20,block83,5717
block20,block84,6096
block20,block85,5275
block20,block86,6067
block20,block87,6688
block20,block88,6958
block20,block89,7890
block20,block9,2606
block20,block90,4858
block20,block91,8213
block20,block92,7174
block20,block93,7731
block20,block94,6547
block20,block95,6954
block20,block96,8168
block20,block97,9527
block20,block98,8878
block20,block99,8437
block20,C1,994
block20,C10,9634
block20,C11,7505
block20,C12,3841
block20,C13,8127
block20,C14,2818
block20,C15,3792
block20,C16,5926
block20,C17,9557
block20,C18,12363
block20,C19,2439
block20,C2,5516
block20,C20,2571
block20,C21,3462
block20,C22,2761
block20,C23,12180
block20,C24,7737
block20,C25,5826
block20,C26,8785
block20,C27,5361
block20,C28,6479
block20,C29,2510
block20,C3,1487
block20,C30,4410
block20,C31,1238
block20,C32,4316
block20,C33,4176
block20,C34,2106
block20,C35,3972
block20,C36,5390
block20,C37,11490
block20,C38,7743
block20,C39,10059
block20,C4,5238
block20,C40,7195
block20,C41,5472
block20,C42,4271
block20,C43,6155
block20,C44,793
block20,C45,4593
block20,C46,9483
block20,C47,9299
block20,C48,9081
block20,C49,5735
block20,C5,6326
block20,C50,8525
block20,C51,6342
block20,C52,5143
block20,C53,9318
block20,C54,12056
block20,C6,7696
block20,C7,9045
block20,C8,7474
block20,C9,3855
block21,block1,2867
block21,block10,2533
block21,block100,11221
block21,block101,11612
block21,block102,11217
block21,block103,13013
block21,block104,12603
block21,block105,14159
block21,block106,13238
block21,block107,13807
block21,block108,14045
block21,block109,14969
block21,block11,2852
block21,block110,6817
block21,block111,6946
block21,block112,7409
block21,block113,7578
block21,block114,8361
block21,block115,8238
block21,block116,7443
block21,block117,7481
block21,block118,6917
block21,block119,7820
block21,block12,3801
block21,block120,7789
block21,block121,11286
block21,block122,9199
block21,block123,12819
block21,block124,12829
block21,block125,13721
block21,block126,918
block21,block127,2556
block21,block128,6956
block21,block129,13621
block21,block13,3563
block21,block130,9918
block21,block131,13680
block21,block132,13877
block21,block133,11682
block21,block134,5812
block21,block135,4537
block21,block14,967
block21,block15,684
block21,block16,1951
block21,block17,1819
block21,block18,2109
block21,block19,2583
block21,block2,2485
block21,block20,2997
block21,block21,0
block21,block22,1023
block21,block23,1301
block21,block24,552
block21,block25,895
block21,block26,2743
block21,block27,2572
block21,block28,1443
block21,block29,1445
block21,block3,3463
block21,block30,1761
block21,block31,1929
block21,block32,2624
block21,block33,2526
block21,block34,2751
block21,block35,3458
block21,block36,3832
block21,block37,3716
block21,block38,3535
block21,block39,4070
block21,block4,3638
block21,block40,4624
block21,block41,4399
block21,block42,3126
block21,block43,3685
block21,block44,4072
block21,block45,4283
block21,block46,4138
block21,block47,3718
block21,block48,4979
block21,block49,4318
block21,block5,4547
block21,block50,5003
block21,block51,5116
block21,block52,4714
block21,block53,5824
block21,block54,5670
block21,block55,5711
block21,block56,5630
block21,block57,6063
block21,block58,6027
block21,block59,6325
block21,block6,3366
block21,block60,5257
block21,block61,5518
block21,block62,7213
block21,block63,7011
block21,block64,7486
block21,block65,6809
block21,block66,7180
block21,block67,3660
block21,block68,3759
block21,block69,6363
block21,block7,4231
block21,block70,6099
block21,block71,6700
block21,block72,7186
block21,block73,6528
block21,block74,7740
block21,block75,6847
block21,block76,7507
block21,block77,6764
block21,block78,7465
block21,block79,7820
block21,block8,1814
block21,block80,8415
block21,block81,7161
block21,block82,7568
block21,block83,7866
block21,block84,8245
block21,block85,7425
block21,block86,8217
block21,block87,8837
block21,block88,9107
block21,block89,10039
block21,block9,1760
block21,block90,6211
